country,points,price,province,region_1,taster_name,title,variety,winery
US,94,49,California,Sonoma Coast,Virginie Boone,Boheme 2012 Occidental Hills Syrah (Sonoma Coast),Syrah,Boheme
France,91,61,Burgundy,Nuits-St.-Georges,Roger Voss,Louis Max 2013 Les Lièvres  (Nuits-St.-Georges),Pinot Noir,Louis Max
US,90,35,Oregon,Willamette Valley,Paul Gregutt,Martin Woods 2016 Chardonnay (Willamette Valley),Chardonnay,Martin Woods
France,88,15,Beaujolais,Beaujolais-Villages,Roger Voss,Domaine de la Combe au Loup 2015  Beaujolais-Villages,Gamay,Domaine de la Combe au Loup
US,96,90,California,Sierra Foothills,Jim Gordon,Terre Rouge 2012 Ascent Syrah (Sierra Foothills),Syrah,Terre Rouge
Spain,88,24,Northern Spain,Rueda,Michael Schachner,Blanco Nieva 2007 Pie Franco Verdejo (Rueda),Verdejo,Blanco Nieva
US,84,59,California,Lodi,Virginie Boone,Michael David 2010 Lust Zinfandel (Lodi),Zinfandel,Michael David
US,86,25,California,Shenandoah Valley (CA),Jim Gordon,Easton 2013 Cooper Ranch Barbera (Shenandoah Valley (CA)),Barbera,Easton
US,90,26,California,Carneros,NA,Roche 2006 Syrah (Carneros),Syrah,Roche
US,82,12,California,California,NA,Butterfly Kiss 2010 Chardonnay (California),Chardonnay,Butterfly Kiss
Spain,93,110,Northern Spain,Vino de la Tierra de Castilla y León,Michael Schachner,Abadia Retuerta 2004 Pago Garduña Syrah (Vino de la Tierra de Castilla y León),Syrah,Abadia Retuerta
US,90,25,California,Sonoma County,Virginie Boone,Decoy 2014 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Decoy
France,84,13,Bordeaux,Bordeaux Blanc,Roger Voss,Château Buisson-Redon 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château Buisson-Redon
US,85,38,Washington,Columbia Valley (WA),Paul Gregutt,Merry Cellars 2011 Petit Verdot (Columbia Valley (WA)),Petit Verdot,Merry Cellars
Spain,86,12,Catalonia,Terra Alta,Michael Schachner,Las Colinas Del Ebro 2015 Garnacha Blanca (Terra Alta),Garnacha Blanca,Las Colinas Del Ebro
Italy,84,NA,Sicily & Sardinia,Sicilia,NA,Cielo e Terra 2009 Famiglia Cielo Red (Sicilia),Red Blend,Cielo e Terra
US,88,24,Washington,Columbia Valley (WA),Sean P. Sullivan,Angel Vine 2012 Coyote Canyon Primitivo (Columbia Valley (WA)),Primitivo,Angel Vine
US,88,30,California,Dry Creek Valley,Virginie Boone,Martin Ray 2013 Cabernet Franc (Dry Creek Valley),Cabernet Franc,Martin Ray
France,91,60,Champagne,Champagne,Roger Voss,A. D. Coutelas 2006 Vintage Brut  (Champagne),Champagne Blend,A. D. Coutelas
US,87,20,California,Carneros,Virginie Boone,Cambridge California 2014 CCR Single Vineyard Chardonnay (Carneros),Chardonnay,Cambridge California
US,82,25,New Jersey,New Jersey,Susan Kostrzewa,Unionville 2004 Hunter's Red Reserve Meritage Red (New Jersey),Bordeaux-style Red Blend,Unionville
Spain,86,15,Catalonia,Alella,Michael Schachner,Marqués de Alella 2012 Pansa Blanca (Alella),Pansa Blanca,Marqués de Alella
US,87,45,California,Paso Robles,NA,Sobriquet Winery 2008 Grenache (Paso Robles),Grenache,Sobriquet Winery
US,87,22,California,Carneros,NA,Peter Franus 2010 Sauvignon Blanc (Carneros),Sauvignon Blanc,Peter Franus
Germany,86,15,Mosel,NA,Anna Lee C. Iijima,S.A. Prüm 2013 Luminance Dry Riesling (Mosel),Riesling,S.A. Prüm
France,92,NA,Burgundy,Chassagne-Montrachet,Roger Voss,Maison Champy 2010 Les Chênevottes Premier Cru  (Chassagne-Montrachet),Chardonnay,Maison Champy
US,86,20,Washington,Columbia Valley (WA),Sean P. Sullivan,Cascade Ridge 2011 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Cascade Ridge
Italy,89,23,Northeastern Italy,Delle Venezie,Roger Voss,Bertani 2001 Le Lave White (Delle Venezie),White Blend,Bertani
US,81,12,California,California,NA,Kitchen Sink NV Winemaker's Reserve Red (California),Red Blend,Kitchen Sink
US,91,125,Washington,Red Mountain,Sean P. Sullivan,Obelisco Estate 2012 Nefer III Estate Grown Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Obelisco Estate
US,90,18,Washington,Columbia Valley (WA),Sean P. Sullivan,Saviah 2015 The Jack Syrah (Columbia Valley (WA)),Syrah,Saviah
US,89,29,Idaho,NA,Sean P. Sullivan,Cinder 2014 Syrah,Syrah,Cinder
Argentina,87,17,Mendoza Province,Tupungato,Michael Schachner,Masi Tupungato 2008 Paso Doble Malbec-Corvina Red (Tupungato),Red Blend,Masi Tupungato
Italy,89,30,Northeastern Italy,Delle Venezie,NA,Paladin 2005 Malbech Gli Aceri Malbec (Delle Venezie),Malbec,Paladin
Italy,87,20,Tuscany,Rosso di Montepulciano,Michael Schachner,Poliziano 2000  Rosso di Montepulciano,Sangiovese,Poliziano
Portugal,86,11,Tejo,NA,Roger Voss,Quinta da Lagoalva de Cima 2011 Espirito Tinto Red (Tejo),Portuguese Red,Quinta da Lagoalva de Cima
France,92,91,Rhône Valley,Châteauneuf-du-Pape,Joe Czerwinski,Tardieu-Laurent 2013 Vieilles Vignes Red (Châteauneuf-du-Pape),Rhône-style Red Blend,Tardieu-Laurent
US,86,16,California,Napa Valley,Virginie Boone,Napa Cellars 2013 Classic Collection Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Napa Cellars
France,95,110,Champagne,Champagne,Roger Voss,Pehu-Simonet 2006 Face Nord Millésime Grand Cru Brut  (Champagne),Champagne Blend,Pehu-Simonet
Austria,89,NA,Niederösterreich,NA,Anne Krebiehl MW,Kurt Angerer 2012 Spies Grüner Veltliner (Niederösterreich),Grüner Veltliner,Kurt Angerer
Portugal,90,25,Douro,NA,Roger Voss,Messias 2011 Vinha de Santa Barbara Red (Douro),Portuguese Red,Messias
Chile,83,8,Cachapoal Valley,NA,Michael Schachner,La Palma 2002 Estate Bottled Chardonnay (Cachapoal Valley),Chardonnay,La Palma
US,88,38,California,Mendocino,NA,Rockroom Winemaking Cooperative 2008 Alder Springs Vineyard Chardonnay (Mendocino),Chardonnay,Rockroom Winemaking Cooperative
Australia,98,135,South Australia,Barossa Valley,Joe Czerwinski,Standish 2006 The Relic Shiraz (Barossa Valley),Shiraz,Standish
Italy,88,75,Piedmont,Barolo,Kerin O’Keefe,Giacosa Fratelli 2012 Scarrone Vigna Madorlo  (Barolo),Nebbiolo,Giacosa Fratelli
France,86,15,Rhône Valley,Côtes du Rhône,Joe Czerwinski,Rive Droite Rive Gauche 2015 White (Côtes du Rhône),Rhône-style White Blend,Rive Droite Rive Gauche
Spain,87,20,Northern Spain,Ribera del Duero,Michael Schachner,Viña Gormaz 2004 Castillo de Gormaz Crianza  (Ribera del Duero),Tempranillo,Viña Gormaz
US,90,40,Oregon,Eola-Amity Hills,Paul Gregutt,Argyle 2015 Nuthouse Master Series Chardonnay (Eola-Amity Hills),Chardonnay,Argyle
US,87,14,Washington,Columbia Valley (WA),Sean P. Sullivan,Charles & Charles 2014 Chardonnay (Columbia Valley (WA)),Chardonnay,Charles & Charles
US,86,30,Oregon,Dundee Hills,Paul Gregutt,Second Growth 2015 Pinot Noir (Dundee Hills),Pinot Noir,Second Growth
France,94,44,Alsace,Alsace,Anne Krebiehl MW,Domaine Barmès-Buecher 2014 Steingrubler Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Barmès-Buecher
US,85,15,California,Central Coast,NA,Edna Valley Vineyard 2011 Cabernet Sauvignon (Central Coast),Cabernet Sauvignon,Edna Valley Vineyard
France,88,NA,Loire Valley,Vouvray,Roger Voss,Vignoble Brisebarre 2012 Sec  (Vouvray),Chenin Blanc,Vignoble Brisebarre
US,87,28,California,Edna Valley,NA,Perbacco Cellars 2008 Chardonnay (Edna Valley),Chardonnay,Perbacco Cellars
France,90,25,France Other,Corse,Roger Voss,Clos Venturi 2015 Rosé (Corse),Rosé,Clos Venturi
US,88,50,California,Napa Valley,Virginie Boone,Terlato 2012 Angels' Peak Red (Napa Valley),Bordeaux-style Red Blend,Terlato
Canada,90,30,Ontario,Niagara Peninsula,Anna Lee C. Iijima,Cave Spring 2009 Indian Summer Riesling (Niagara Peninsula),Riesling,Cave Spring
Italy,86,14,Central Italy,Rosso Piceno,Kerin O’Keefe,Le Caniette 2010 Rosso Bello  (Rosso Piceno),Red Blend,Le Caniette
Austria,90,31,Südsteiermark,NA,Anne Krebiehl MW,Sattlerhof 2014 Gamlitzer Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Sattlerhof
US,92,75,California,Monterey,Matt Kettmann,Talbott 2014 RFT Diamond T Vineyard Estate Grown Pinot Noir (Monterey),Pinot Noir,Talbott
US,90,20,California,Russian River Valley,Virginie Boone,Noble Tree 2013 Grenache (Russian River Valley),Grenache,Noble Tree
US,88,64,California,Spring Mountain District,Virginie Boone,Keenan 2011 35th Anniversary Reserve Mailbox Vineyard Merlot (Spring Mountain District),Merlot,Keenan
US,82,16,California,Paso Robles,NA,Halter Ranch 2011 Rosé (Paso Robles),Rosé,Halter Ranch
US,97,100,California,Santa Maria Valley,NA,Qupé 2006 Bien Nacido Vineyard 25th Anniversary X-Block The Good Nacido Syrah (Santa Maria Valley),Syrah,Qupé
US,92,26,California,El Dorado,Jim Gordon,Skinner 2014 Seven Generations White (El Dorado),White Blend,Skinner
US,92,18,California,Sierra Foothills,Jim Gordon,Easton 2013 Monarch Mine Vineyard Sauvignon Blanc (Sierra Foothills),Sauvignon Blanc,Easton
France,84,15,Bordeaux,Cadillac Côtes de Bordeaux,Roger Voss,Château Clos Bourbon 2012 Cuvée La Rose Bourbon  (Cadillac Côtes de Bordeaux),Bordeaux-style Red Blend,Château Clos Bourbon
France,91,17,Alsace,Alsace,Anne Krebiehl MW,Henri Schoenheitz 2014 Riesling (Alsace),Riesling,Henri Schoenheitz
Italy,89,30,Central Italy,Montepulciano d'Abruzzo Colline Teramane,NA,Montipagano 2003 Costamorro  (Montepulciano d'Abruzzo Colline Teramane),Montepulciano,Montipagano
Australia,92,35,South Australia,Barossa,Joe Czerwinski,Schild Estate 2006 Ben Schild Reserve Shiraz (Barossa),Shiraz,Schild Estate
US,86,14,California,California,Jim Gordon,Lucky Star 2013 Chardonnay (California),Chardonnay,Lucky Star
US,85,30,California,Rutherford,Virginie Boone,Compilation 2012 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Compilation
Italy,85,28,Lombardy,Franciacorta,NA,Cornaleto 1997 Brut Riserva Sparkling (Franciacorta),Sparkling Blend,Cornaleto
US,93,42,Washington,Washington,Paul Gregutt,Adams Bench 2006 V Reserve Cabernet Sauvignon (Washington),Cabernet Sauvignon,Adams Bench
France,91,NA,Burgundy,Nuits-St.-Georges,Roger Voss,Domaine Henri Gouges 2008 Les Pruliers Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Henri Gouges
France,90,35,Loire Valley,Pouilly-Fumé,Roger Voss,Henri Bourgeois 2013 La Demoiselle de Bourgeois  (Pouilly-Fumé),Sauvignon Blanc,Henri Bourgeois
France,92,25,Champagne,Champagne,Paul Gregutt,Henri Abele NV Brut  (Champagne),Champagne Blend,Henri Abele
Portugal,90,15,Tejo,NA,Roger Voss,Quinta da Alorna 2015 Arinto-Chardonnay Reserva White (Tejo),Portuguese White,Quinta da Alorna
Argentina,83,13,Mendoza Province,Mendoza,Michael Schachner,Alberti 154 2008 Syrah (Mendoza),Syrah,Alberti 154
Italy,90,40,Lombardy,Franciacorta,Kerin O’Keefe,Bellavista 2007 Gran Cuvée Brut Sparkling (Franciacorta),Sparkling Blend,Bellavista
France,91,NA,Southwest France,Madiran,Roger Voss,Domaine Laougué 2009 L'Excellence de Marty Tannat-Cabernet (Madiran),Tannat-Cabernet,Domaine Laougué
US,87,50,New York,New York,Anna Lee C. Iijima,Leonard Oakes 2011 Ice Wine Vidal Blanc (New York),Vidal Blanc,Leonard Oakes
Hungary,89,37,Villány,NA,Anna Lee C. Iijima,Sauska 2008 Cuvée 11 Red (Villány),Bordeaux-style Red Blend,Sauska
Chile,83,11,Rapel Valley,NA,Michael Schachner,Emiliana 2011 Natura Merlot (Rapel Valley),Merlot,Emiliana
France,84,13,Languedoc-Roussillon,Pays d'Oc,Lauren Buzzeo,Domaine de Brau 2016 Pure Pinot Noir (Pays d'Oc),Pinot Noir,Domaine de Brau
Italy,90,69,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Donatella Cinelli Colombini 2011  Brunello di Montalcino,Sangiovese,Donatella Cinelli Colombini
US,92,60,California,Sta. Rita Hills,Matt Kettmann,Goat Bubbles 2013 Blanc de Noirs Clos Pepe Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Goat Bubbles
US,86,60,California,Sonoma Coast,NA,Azari 2008 Shiraz (Sonoma Coast),Shiraz,Azari
US,94,41,California,North Coast,NA,Schramsberg 2007 Brut Rosé Sparkling (North Coast),Sparkling Blend,Schramsberg
US,90,32,Oregon,Southern Oregon,Paul Gregutt,DanCin 2016 Mélange Chardonnay (Southern Oregon),Chardonnay,DanCin
Portugal,85,10,Lisboa,NA,Roger Voss,Casca Wines 2015 Cabo da Roca Red (Lisboa),Portuguese Red,Casca Wines
US,89,72,California,California,Matt Kettmann,Rusack 2013 Santa Catalina Island Vineyard Zinfandel (California),Zinfandel,Rusack
US,85,15,California,Mendocino County,Virginie Boone,Bonterra 2009 Syrah (Mendocino County),Syrah,Bonterra
US,90,17,New York,Finger Lakes,Anna Lee C. Iijima,Keuka Spring 2016 Semi Dry Riesling (Finger Lakes),Riesling,Keuka Spring
US,86,34,California,Santa Lucia Highlands,NA,Novy 2010 Susan's Hill Vineyard Syrah (Santa Lucia Highlands),Syrah,Novy
France,92,49,Bordeaux,Pauillac,Roger Voss,Château Gaudin 2011  Pauillac,Bordeaux-style Red Blend,Château Gaudin
US,92,40,Oregon,Willamette Valley,Paul Gregutt,Soléna 2009 Guadalupe Vineyard Pinot Noir,Pinot Noir,Soléna
France,86,15,Bordeaux,Bordeaux Rosé,Roger Voss,Château Thieuley 2015 Rosé (Bordeaux Rosé),Rosé,Château Thieuley
US,90,19,California,Mendocino County,Jim Gordon,Carol Shelton 2013 Wild Thing Old Vine Zinfandel (Mendocino County),Zinfandel,Carol Shelton
Italy,87,22,Piedmont,Langhe,Kerin O’Keefe,Pasquale Pelissero 2011 La Ferma Freisa (Langhe),Freisa,Pasquale Pelissero
US,85,32,California,Napa Valley,NA,Paoletti 2006 Malbec (Napa Valley),Malbec,Paoletti
US,84,28,California,Lodi,Virginie Boone,Generation 7 NV Road to Morocco Red (Lodi),Red Blend,Generation 7
US,94,70,California,Russian River Valley,Virginie Boone,Lynmar 2013 Monastery Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
Argentina,88,17,Mendoza Province,Mendoza,Michael Schachner,Don Manuel Villafañe 2014 Reserva Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Don Manuel Villafañe
US,91,85,California,Sonoma Coast,Virginie Boone,Tuck Beckstoffer 2010 Semper Ellenbach Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Tuck Beckstoffer
New Zealand,91,30,Marlborough,NA,Joe Czerwinski,Jackson Estate 2013 Vintage Widow Pinot Noir (Marlborough),Pinot Noir,Jackson Estate
US,91,24,California,Sonoma County,Virginie Boone,Kendall-Jackson 2013 Vintner's Reserve Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Kendall-Jackson
Argentina,90,25,Mendoza Province,Mendoza,Michael Schachner,Enrique Foster 2011 Finca Castro Barros Malbec (Mendoza),Malbec,Enrique Foster
US,94,44,California,Santa Ynez Valley,NA,Foxen 2010 Toasted Rope Syrah (Santa Ynez Valley),Syrah,Foxen
US,85,25,California,Mount Veeder,NA,Godspeed 2010 Chardonnay (Mount Veeder),Chardonnay,Godspeed
Italy,90,55,Tuscany,Brunello di Montalcino,NA,Pietroso 2008  Brunello di Montalcino,Sangiovese Grosso,Pietroso
South Africa,87,19,Stellenbosch,NA,Lauren Buzzeo,Beau Joubert 2009 Cabernet Sauvignon (Stellenbosch),Cabernet Sauvignon,Beau Joubert
France,85,12,Provence,Côtes de Provence,Roger Voss,Gassier 2014 Sables d'Azur Rosé (Côtes de Provence),Rosé,Gassier
Portugal,89,31,Port,NA,Roger Voss,Croft NV 10-Years-Old Aged Tawny  (Port),Port,Croft
Germany,87,11,Mosel,NA,Anna Lee C. Iijima,Johann Falkenburg 2015 Riesling (Mosel),Riesling,Johann Falkenburg
Portugal,87,15,Douro,NA,Roger Voss,Quinta de Porrais 2015 Porrais Red (Douro),Portuguese Red,Quinta de Porrais
US,84,40,California,Santa Cruz Mountains,NA,Soquel Vineyards 2012 Partners' Reserve Pinot Noir (Santa Cruz Mountains),Pinot Noir,Soquel Vineyards
US,88,53,California,Russian River Valley,Virginie Boone,Dutton Estate 2014 Jewell Block Vineyard Dutton Ranch Pinot Noir (Russian River Valley),Pinot Noir,Dutton Estate
France,92,96,Rhône Valley,Châteauneuf-du-Pape,Joe Czerwinski,LePlan-Vermeersch 2010 Grand Terroir GT-1 Red (Châteauneuf-du-Pape),Rhône-style Red Blend,LePlan-Vermeersch
US,92,32,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Trust 2014 Syrah (Walla Walla Valley (WA)),Syrah,Trust
Chile,80,16,Maipo Valley,NA,Michael Schachner,Santa Alicia 2015 Gran Reserva Chardonnay (Maipo Valley),Chardonnay,Santa Alicia
France,93,65,Burgundy,Chablis,Roger Voss,Domaine Chenevières 2014 Bougros Grand Cru  (Chablis),Chardonnay,Domaine Chenevières
US,84,13,New York,Finger Lakes,Anna Lee C. Iijima,Fulkerson 2014 Juicy Sweet Riesling (Finger Lakes),Riesling,Fulkerson
US,84,12,California,Lodi,Virginie Boone,Tortoise Creek 2011 The Chelonian Zinfandel (Lodi),Zinfandel,Tortoise Creek
France,84,18,Bordeaux,Bordeaux Supérieur,Roger Voss,Château la Mothe du Barry 2014 Cuvée Design  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château la Mothe du Barry
Australia,89,14,New South Wales,New South Wales,Joe Czerwinski,Inkberry 2013 Mountain Estate Cabernet Sauvignon (New South Wales),Cabernet Sauvignon,Inkberry
France,90,21,Alsace,Crémant d'Alsace,Anne Krebiehl MW,Ruhlmann NV Brut Sparkling (Crémant d'Alsace),Sparkling Blend,Ruhlmann
Spain,91,17,Northern Spain,Rueda,Michael Schachner,Garciarévalo 2006 Tres Olmos Verdejo (Rueda),Verdejo,Garciarévalo
US,85,17,New York,Finger Lakes,Anna Lee C. Iijima,Glenora 2013 Cabernet Franc (Finger Lakes),Cabernet Franc,Glenora
Italy,86,40,Tuscany,Vino Nobile di Montepulciano,NA,Carpineto 2004 Riserva  (Vino Nobile di Montepulciano),Prugnolo Gentile,Carpineto
France,94,100,Bordeaux,Margaux,Roger Voss,Château Giscours 2012 Barrel Sample  (Margaux),Bordeaux-style Red Blend,Château Giscours
Spain,87,10,Levante,Utiel-Requena,Michael Schachner,Bodegas Iranzo 2007 Tarantas Crianza Made with Organic Grapes Tempranillo (Utiel-Requena),Tempranillo,Bodegas Iranzo
US,88,38,California,Bennett Valley,NA,Grey Stack 2011 Bennett Valley Cuvée Pinot Noir (Bennett Valley),Pinot Noir,Grey Stack
France,90,30,Alsace,Alsace,Roger Voss,Joseph Cattin 2012 Hatschbourg Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Joseph Cattin
US,86,27,California,Paso Robles,NA,Tablas Creek 2011 Côtes de Tablas Blanc White (Paso Robles),Rhône-style White Blend,Tablas Creek
Italy,86,15,Veneto,Prosecco,NA,Ruffino NV Extra Dry  (Prosecco),Glera,Ruffino
France,85,20,Bordeaux,Bordeaux Blanc,Roger Voss,Château Jean Faux 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château Jean Faux
Italy,92,113,Piedmont,Barolo,Kerin O’Keefe,Mascarello Giuseppe e Figlio 2012 Villero  (Barolo),Nebbiolo,Mascarello Giuseppe e Figlio
Italy,88,34,Central Italy,Sagrantino di Montefalco,NA,Benincasa 2004  Sagrantino di Montefalco,Sagrantino,Benincasa
US,90,30,California,Sierra Foothills,Jim Gordon,Wise Villa 2013 Estate Grown Torrontés (Sierra Foothills),Torrontés,Wise Villa
Chile,82,12,Casablanca Valley,NA,Michael Schachner,Mancura 2013 Reserva Guardián Viognier (Casablanca Valley),Viognier,Mancura
US,90,29,Washington,Columbia Valley (WA),Sean P. Sullivan,Mosquito Fleet 2011 Sophia Red (Columbia Valley (WA)),Red Blend,Mosquito Fleet
France,87,19,Bordeaux,Médoc,Roger Voss,Château Leboscq 2006  Médoc,Bordeaux-style Red Blend,Château Leboscq
New Zealand,89,18,Marlborough,NA,NA,Lanark Lane 2016 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Lanark Lane
US,92,29,Oregon,Chehalem Mountains,Paul Gregutt,Siduri 2010 Pinot Noir (Chehalem Mountains),Pinot Noir,Siduri
Italy,89,43,Northeastern Italy,Alto Adige,Kerin O’Keefe,Castelfeder 2011 Burgum Novum Riserva Lagrein (Alto Adige),Lagrein,Castelfeder
US,89,55,Washington,Red Mountain,Sean P. Sullivan,Lachini 2012 La Bestia Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Lachini
US,91,58,Oregon,Willamette Valley,Paul Gregutt,Rex Hill 2010 Old School Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill
Argentina,87,9,Other,Tulum Valley,Michael Schachner,Callia 2011 Alta Malbec (Tulum Valley),Malbec,Callia
France,92,NA,Burgundy,Chablis,Roger Voss,Pascal Bouchard 2011 Montmains Premier Cru Les Vieilles Vignes  (Chablis),Chardonnay,Pascal Bouchard
Germany,88,13,Mosel,NA,Anna Lee C. Iijima,Heinz Eifel 2015 Spätlese Riesling (Mosel),Riesling,Heinz Eifel
Spain,93,95,Catalonia,Priorat,Michael Schachner,Costers del Siurana 2007 Clos de l'Obac Red (Priorat),Red Blend,Costers del Siurana
US,87,22,Washington,Yakima Valley,Sean P. Sullivan,Kestrel 2011 Falcon Series Tribute Red (Yakima Valley),Red Blend,Kestrel
US,88,24,California,Lake County,Virginie Boone,Xurus 2010 Sonatina Vineyard Rosé (Lake County),Rosé,Xurus
Italy,93,90,Tuscany,Brunello di Montalcino,NA,Camigliano 2006 Gualto Riserva  (Brunello di Montalcino),Sangiovese Grosso,Camigliano
Italy,88,25,Northeastern Italy,Trentino Superiore,NA,Cavit 2010 Zeveri Müller-Thurgau (Trentino Superiore),Müller-Thurgau,Cavit
US,89,18,California,El Dorado,Jim Gordon,Morse 2014 Hawk Creek Vineyard Muscat Blanc (El Dorado),Muscat Blanc,Morse
Chile,86,20,Casablanca Valley,NA,Michael Schachner,Caliterra 2007 Tributo Edicion Limitada Chardonnay (Casablanca Valley),Chardonnay,Caliterra
France,92,54,Alsace,Alsace,Anne Krebiehl MW,Jean-Baptiste Adam 2013 Kaefferkopf Grand Cru Vieilles Vignes Riesling (Alsace),Riesling,Jean-Baptiste Adam
Spain,91,50,Northern Spain,Rioja,Michael Schachner,Bodegas Landaluce 2007 Capricho de Landaluce  (Rioja),Tempranillo,Bodegas Landaluce
Italy,90,18,Piedmont,Barbera d'Asti Superiore,Kerin O’Keefe,Cascina Liuzzi 2012 Sil Nizza  (Barbera d'Asti Superiore),Barbera,Cascina Liuzzi
US,87,17,Oregon,Columbia Valley (OR),Paul Gregutt,Brimstone 2006 Red Wine Red (Columbia Valley (OR)),Red Blend,Brimstone
US,87,65,California,Livermore Valley,Virginie Boone,Steven Kent 2010 Home Ranch Vineyard Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Steven Kent
